timestamp,latitude,longitude,speedMps,Calc_deg_servo_1,Calc_deg_servo_2,roll,pitch,yaw,zigzag_yaw,rpm_prop_1,rpm_prop_2,battery_1,battery_2,mode_auto
2351.985,-7.279261,112.797858,1.55,7.72,-22.53,15.74,143.27,-317.86,24.50,11715,15507,12.30,10.72,2
2351.990,-7.279064,112.798122,0.77,8.18,-0.90,136.16,50.74,-315.61,-26.00,3224,2685,12.42,11.13,0
2351.995,-7.279478,112.798217,1.13,-19.34,-9.33,127.55,-165.60,-313.36,34.21,2229,543,11.62,11.35,2
2352.000,-7.279483,112.798034,3.23,21.83,18.07,170.62,-49.13,-311.11,4.37,23549,25335,11.81,11.93,0
2352.005,-7.279104,112.797962,1.77,-10.75,17.19,-162.96,122.75,-308.86,-20.97,27009,11592,11.85,12.08,1
2352.010,-7.279152,112.797969,0.20,32.82,-2.52,-173.05,97.65,-306.61,-34.71,2568,21432,10.54,10.55,3
2352.015,-7.278701,112.798255,2.15,-27.40,-36.36,-20.98,-144.24,-304.36,23.52,7229,208,11.86,11.51,1
2352.020,-7.278815,112.798467,1.60,-4.55,30.88,-113.19,69.37,-302.11,8.51,2738,6096,11.93,10.78,1
2352.025,-7.279325,112.798844,0.47,-8.51,5.28,-126.22,166.47,-299.86,-4.43,28551,6615,11.28,12.07,2
2352.030,-7.279056,112.798968,2.15,-38.51,12.35,-152.87,-126.32,-297.61,11.63,7539,2474,12.02,12.50,0
2352.035,-7.280925,112.799060,0.04,29.21,23.67,-166.19,-173.01,0.00,29.50,21538,25855,11.20,10.96,0
2352.040,-7.280286,112.799376,2.59,-7.10,-11.45,44.81,5.88,2.25,7.98,24242,18218,10.05,12.06,2
2352.045,-7.280504,112.799245,2.82,-25.51,27.97,58.69,-29.45,4.50,-15.46,4856,16910,12.43,10.30,1
2352.050,-7.280740,112.798704,0.01,37.28,-12.76,172.90,-136.82,6.75,19.61,23171,5838,11.69,10.38,2
2352.055,-7.280544,112.798823,1.14,-5.08,28.90,5.83,164.61,9.00,-34.27,16971,14710,11.03,11.95,3
2352.060,-7.280623,112.798915,0.28,-29.18,29.06,177.52,-70.33,11.25,-34.31,381,14753,11.52,12.27,1
2352.065,-7.280266,112.798846,1.42,-22.13,5.53,116.56,130.64,13.50,15.31,29749,29472,11.06,10.55,3
2352.070,-7.280245,112.799677,0.25,-13.37,20.79,-113.64,-106.16,15.75,-8.81,11331,2018,11.20,12.53,1
2352.075,-7.280691,112.799008,0.20,20.26,-21.16,4.49,103.31,18.00,5.45,10235,22603,11.41,12.56,0
2352.080,-7.280592,112.799136,0.44,27.56,-18.03,-41.55,90.47,20.25,-26.85,20053,1153,11.79,11.98,0
2352.085,-7.280018,112.799738,2.46,-7.44,-11.74,79.15,157.38,22.50,1.44,23392,19305,10.26,12.20,0
2352.090,-7.280088,112.799211,3.09,-0.40,-26.92,-129.12,144.17,24.75,25.77,25677,24510,11.79,11.10,1
2352.095,-7.280622,112.799476,2.58,-37.76,-18.33,33.82,-152.40,27.00,29.92,23391,8637,10.35,10.44,0
2352.100,-7.280878,112.799303,2.72,-6.39,-25.64,-91.86,-39.77,29.25,-17.16,27166,25300,10.97,11.12,3
2352.105,-7.280665,112.799949,0.93,-12.43,-37.56,-36.88,94.52,31.50,-11.12,8605,1592,11.91,10.26,4
2352.110,-7.280146,112.799709,1.16,24.58,-39.47,29.07,-41.31,33.75,-18.66,14528,25486,10.91,11.45,2
2352.115,-7.280551,112.799622,2.19,-18.37,-2.99,33.88,-46.00,36.00,18.42,18258,2288,10.34,10.27,0
2352.120,-7.280462,112.799564,1.54,8.36,34.65,-112.51,-179.56,38.25,-31.40,4496,15516,10.78,10.96,0
2352.125,-7.280646,112.799451,0.07,37.60,-10.77,-151.72,116.76,40.50,-3.67,15476,10061,10.77,11.20,0
2352.130,-7.280514,112.800185,0.43,-35.07,-17.91,15.63,69.86,42.75,-19.14,6502,8849,11.97,10.40,0
2352.135,-7.281032,112.799840,1.03,22.92,7.33,161.70,-74.37,45.00,-13.22,15421,16729,12.54,10.20,0
2352.140,-7.280693,112.799888,3.03,7.95,-35.53,33.51,89.81,47.25,12.95,17142,712,12.31,11.99,2
2352.145,-7.281097,112.799827,3.34,-33.96,34.90,-169.82,139.43,49.50,8.54,8468,29889,11.30,12.00,3
2352.150,-7.280354,112.799807,1.62,35.88,11.94,86.40,124.98,51.75,-18.31,27484,10184,12.39,11.12,3
2352.155,-7.281196,112.800178,2.95,-10.68,9.02,-55.98,-147.03,54.00,8.91,26375,29178,11.73,12.56,3
2352.160,-7.280375,112.800127,0.64,15.85,16.80,-91.69,76.26,56.25,-32.72,20261,10420,12.15,10.96,4
2352.165,-7.280974,112.800042,0.09,29.04,-28.98,6.38,102.14,58.50,24.27,28271,12069,11.78,11.57,2
2352.170,-7.281227,112.799999,2.03,-22.85,14.74,-174.49,116.12,60.75,-21.34,13137,14872,11.69,11.94,2
2352.175,-7.280880,112.799882,1.84,-29.75,-11.98,-1.48,-68.03,63.00,3.18,27541,8500,11.31,10.97,1
2352.180,-7.281134,112.800236,1.89,-18.69,-22.09,2.76,53.85,65.25,-18.30,11488,24189,10.91,12.10,1
2352.185,-7.280510,112.799871,2.95,12.98,-16.95,33.38,51.31,67.50,-14.79,22348,7852,11.63,10.56,4
2352.190,-7.281155,112.800489,2.01,11.43,21.39,132.45,20.82,69.75,16.40,1400,24808,10.86,10.52,1
2352.195,-7.281388,112.800525,2.07,-23.27,4.23,-10.73,-35.94,72.00,8.86,10866,23497,10.87,12.36,4
2352.200,-7.280803,112.800023,1.73,14.91,-16.80,15.74,139.09,74.25,-33.49,20590,5861,10.90,11.84,3
2352.205,-7.281368,112.800270,1.38,-9.20,37.13,128.01,29.36,76.50,21.34,11308,1949,11.73,12.46,3
2352.210,-7.281542,112.800118,1.03,-11.00,-23.71,-36.03,-143.11,78.75,-2.25,14309,29665,11.76,10.40,0
2352.215,-7.280788,112.800432,1.94,-20.21,0.88,81.12,67.63,81.00,-4.51,17445,8846,11.01,10.52,0
2352.220,-7.281053,112.800513,1.72,17.79,-32.68,69.94,-64.74,83.25,32.13,20756,26832,10.44,11.47,1
2352.225,-7.281229,112.799977,1.16,-26.67,-36.70,134.34,-136.64,85.50,-8.65,20073,8224,10.65,10.36,1
2352.230,-7.281521,112.800789,1.77,-7.75,28.56,160.51,-69.69,87.75,-25.43,25129,18837,11.31,11.14,1
2352.235,-7.281650,112.799870,1.38,32.49,-29.21,-150.24,-136.04,90.00,-21.96,22800,1150,10.67,10.10,0
2352.240,-7.281238,112.800128,1.88,-26.67,9.12,157.31,-159.03,92.25,-7.23,4243,10295,11.05,10.92,0
2352.245,-7.281486,112.800419,2.01,-29.57,0.23,4.61,176.53,94.50,22.87,22723,5731,12.48,11.21,3
2352.250,-7.281267,112.800515,2.25,-22.77,28.32,133.21,-76.34,96.75,27.94,1554,3691,11.77,11.54,0
2352.255,-7.281229,112.799948,3.18,-24.72,-5.18,-13.12,-126.72,99.00,10.37,28436,3375,11.73,10.50,1
2352.260,-7.281835,112.800750,3.26,14.55,16.73,76.72,65.01,101.25,-10.38,22342,25196,12.28,12.08,2
2352.265,-7.282099,112.800158,0.05,25.64,-37.72,-131.33,86.30,103.50,33.11,15426,6438,11.51,11.14,2
2352.270,-7.281543,112.800464,2.16,35.88,21.22,-62.39,170.74,105.75,14.10,27237,10081,10.97,11.11,2
2352.275,-7.281790,112.800421,3.35,-19.53,37.50,-155.14,-4.24,108.00,-28.57,23395,16687,11.14,11.90,4
2352.280,-7.282036,112.800650,2.65,7.42,29.85,103.97,103.61,110.25,-2.76,3063,17343,12.53,11.33,2
2352.285,-7.282573,112.799964,1.40,-7.32,-25.46,-148.47,174.47,112.50,18.12,9053,27930,10.11,12.09,3
2352.290,-7.282610,112.800266,0.13,-5.64,-37.64,68.71,11.70,114.75,-28.54,17129,26199,10.91,10.94,4
2352.295,-7.282693,112.800706,1.98,15.63,21.30,-98.19,6.51,117.00,19.88,804,12553,10.99,10.36,1
2352.300,-7.281894,112.800422,2.76,-6.40,-3.15,103.68,148.13,119.25,22.68,9889,5022,11.72,11.71,3
2352.305,-7.281935,112.800053,1.32,37.31,-32.18,-24.15,-78.63,121.50,32.78,14900,20139,10.05,11.40,0
2352.310,-7.282169,112.800290,3.04,-38.81,24.49,10.81,-54.58,123.75,-27.99,9601,20768,11.62,11.87,4
2352.315,-7.282717,112.800059,1.63,-36.22,0.84,61.67,40.53,126.00,-33.30,18517,14084,10.94,11.29,0
2352.320,-7.282674,112.800610,2.08,15.10,-39.85,-87.84,179.56,128.25,2.70,5948,28756,11.94,10.11,2
2352.325,-7.282098,112.799692,1.03,9.02,-37.47,40.23,-55.93,130.50,28.35,8998,23766,12.58,12.28,2
2352.330,-7.282092,112.800433,0.63,23.67,-25.51,-11.45,-71.38,132.75,8.68,22419,17872,11.08,12.37,0
2352.335,-7.282584,112.800124,2.72,-32.17,33.85,121.01,8.30,135.00,-13.57,18394,12425,11.05,11.93,0
2352.340,-7.282742,112.799544,1.74,-34.41,-28.59,-91.18,-54.01,137.25,-28.75,2569,8139,11.06,12.34,2
2352.345,-7.282928,112.799904,2.77,39.01,1.64,-19.28,-110.70,139.50,-32.08,13431,9391,10.74,10.93,4
2352.350,-7.282434,112.799686,2.00,15.25,14.36,132.68,-163.65,141.75,-29.47,4051,21935,11.47,10.57,1
2352.355,-7.282517,112.799814,2.34,-31.85,27.78,-109.32,25.63,144.00,26.58,3507,26629,11.49,10.32,2
2352.360,-7.282558,112.799876,1.14,-29.97,6.67,-29.92,-118.11,146.25,-7.93,18515,9442,12.02,12.43,1
2352.365,-7.283190,112.799556,2.15,30.98,11.27,2.15,136.85,148.50,24.53,18407,20042,12.38,12.15,3
2352.370,-7.283195,112.800049,0.52,-17.30,39.90,-52.77,-76.07,150.75,-16.87,8806,3249,10.76,11.43,4
2352.375,-7.282639,112.799718,3.26,-30.99,38.19,46.19,-174.75,153.00,4.21,7234,8904,12.03,12.52,1
2352.380,-7.283307,112.799212,2.75,32.69,37.24,-7.01,20.89,155.25,25.07,23389,5202,10.84,11.94,0
2352.385,-7.282975,112.799191,3.25,-20.44,29.48,-1.30,177.23,157.50,-20.07,7149,7329,11.60,11.21,1
2352.390,-7.282671,112.799767,2.25,14.10,-22.68,93.96,21.14,159.75,-24.39,26833,16928,11.88,11.12,1
2352.395,-7.282789,112.799085,1.82,5.13,6.85,-114.89,76.88,162.00,31.58,841,21354,10.16,12.29,2
2352.400,-7.283396,112.799733,2.86,-13.49,-11.88,-87.98,72.98,164.25,9.94,17852,25798,10.21,12.53,1
2352.405,-7.283106,112.799181,1.92,29.90,-28.31,-0.10,29.78,166.50,5.56,15494,29303,11.32,11.42,3
2352.410,-7.283359,112.799384,0.69,-14.13,1.37,68.92,-64.04,168.75,-24.97,27329,28918,11.18,10.92,0
2352.415,-7.283142,112.798805,0.78,26.68,-14.47,-2.93,-144.99,171.00,-34.27,10137,24530,12.31,10.09,2
2352.420,-7.282880,112.799265,1.56,-14.57,16.41,-59.82,-102.00,173.25,-26.50,20819,24107,10.35,12.25,1
2352.425,-7.283378,112.798850,1.17,34.94,-21.99,14.02,30.88,175.50,20.02,20385,8592,10.99,11.28,3
2352.430,-7.283340,112.798565,0.93,21.66,21.81,85.55,-50.25,177.75,14.03,13135,11999,10.01,10.39,4
2352.435,-7.283232,112.798806,0.51,-30.12,-4.65,107.99,0.88,180.00,-0.33,9837,26305,11.23,10.97,0
2352.440,-7.283172,112.798459,2.81,3.17,-27.41,-109.01,158.07,182.25,-33.57,10348,6545,10.76,12.03,2
2352.445,-7.283494,112.798891,2.73,35.05,38.21,4.01,-174.44,184.50,-10.17,3995,20418,11.59,12.25,3
2352.450,-7.283761,112.798647,2.92,-15.52,-1.97,17.29,48.37,186.75,5.32,29581,17718,12.13,10.65,2
2352.455,-7.283516,112.798134,0.01,9.19,2.11,80.33,64.03,189.00,-22.67,6250,10554,12.59,10.70,3
2352.460,-7.283103,112.798602,2.10,-30.93,30.55,157.20,28.09,191.25,8.58,9019,23434,11.99,12.18,3
2352.465,-7.283569,112.798870,2.46,5.43,26.82,-77.93,72.70,193.50,29.33,13431,1636,10.98,10.49,2
2352.470,-7.283000,112.798553,0.88,26.50,-19.31,-151.46,52.21,195.75,-26.30,8093,17105,11.89,12.15,1
2352.475,-7.283161,112.797824,0.04,24.26,-36.80,64.77,4.00,198.00,33.94,25927,16440,11.64,11.40,0
2352.480,-7.283665,112.798123,0.27,-5.99,35.90,-14.32,-144.74,200.25,32.76,27158,23365,11.23,11.29,0
2352.485,-7.283184,112.797806,2.05,-34.35,-38.00,117.22,-30.89,202.50,-30.20,26902,14538,10.86,12.11,0
2352.490,-7.283594,112.798472,1.42,-6.65,-4.36,-0.17,-26.15,204.75,12.81,7949,16735,11.76,11.20,4
2352.495,-7.282911,112.798500,3.19,19.34,15.04,-170.67,49.92,207.00,20.06,14765,3810,11.16,11.31,3
2352.500,-7.282702,112.798396,1.58,-3.28,-19.66,153.00,-116.50,209.25,4.31,20745,26895,10.42,12.14,2
2352.505,-7.283296,112.798281,0.47,20.71,-36.38,21.12,-156.05,211.50,-8.52,16790,541,12.13,10.69,2
2352.510,-7.283620,112.797861,3.46,-2.32,-24.04,-140.74,166.63,213.75,11.93,6015,17425,12.55,11.73,1
2352.515,-7.283259,112.797247,0.85,17.21,32.85,124.56,44.14,216.00,23.16,20634,9406,11.97,11.47,2
2352.520,-7.282624,112.797247,0.70,3.40,17.44,6.20,-44.77,218.25,-18.17,18073,20116,11.40,11.22,4
2352.525,-7.282769,112.797653,3.42,6.88,-24.92,167.22,-99.61,220.50,19.38,4054,21662,11.81,11.98,4
2352.530,-7.282803,112.797915,2.05,17.01,-21.98,11.09,-145.15,222.75,-11.43,478,17198,11.50,12.04,3
2352.535,-7.282878,112.797695,3.47,23.69,-18.55,-6.46,11.35,225.00,27.57,11514,9808,12.54,11.80,4
2352.540,-7.283015,112.797530,1.67,-20.33,31.75,-127.23,161.47,227.25,-33.79,23965,28757,10.53,10.64,0
2352.545,-7.282458,112.797203,2.99,9.22,-25.64,89.97,-5.84,229.50,-12.10,10094,17071,10.18,12.03,0
2352.550,-7.282604,112.797495,0.30,-26.68,-36.29,88.91,37.43,231.75,24.14,798,9755,11.02,11.98,3
2352.555,-7.282784,112.797567,1.69,-31.62,-24.86,-78.61,-160.98,234.00,20.72,16242,26950,10.26,11.87,0
2352.560,-7.282875,112.796915,2.43,-6.06,32.18,-34.20,-86.51,236.25,-4.34,28711,26957,10.43,11.48,3
2352.565,-7.282816,112.796925,3.43,14.26,21.12,14.52,47.98,238.50,-2.18,12853,28421,11.50,11.03,4
2352.570,-7.282512,112.796585,0.68,-9.39,-0.79,66.01,-52.81,240.75,-6.59,1635,20832,12.38,12.19,0
2352.575,-7.282537,112.796660,0.01,-34.85,-32.44,91.53,-48.28,243.00,24.78,3337,780,10.16,10.62,1
2352.580,-7.282843,112.796634,0.39,-7.80,-3.98,39.67,65.23,245.25,1.88,18140,8615,10.19,12.17,3
2352.585,-7.281897,112.797205,0.34,-35.45,6.43,125.24,36.99,247.50,17.51,28470,6412,11.76,11.28,1
2352.590,-7.282626,112.796475,3.06,-31.77,-39.58,82.90,90.22,249.75,9.61,2202,14758,11.59,11.33,0
2352.595,-7.282567,112.796849,0.98,-38.93,-13.38,-23.22,-60.57,252.00,-34.48,19958,10032,11.88,11.81,4
2352.600,-7.281783,112.797121,2.48,-37.15,36.10,90.85,-103.67,254.25,-5.12,9972,14202,12.01,11.79,3
2352.605,-7.282413,112.796861,2.15,-25.15,-23.42,-118.90,-173.48,256.50,16.99,11122,22789,11.66,11.07,3
2352.610,-7.282288,112.796677,1.13,-18.84,20.40,5.42,-85.59,258.75,-24.42,27864,23886,11.44,11.99,0
2352.615,-7.281799,112.796331,3.05,-16.65,36.60,-30.22,-38.27,261.00,29.98,2661,11960,12.53,11.13,3
2352.620,-7.281529,112.796761,1.89,-15.89,-2.20,-5.81,75.70,263.25,-7.16,14283,4778,11.86,12.04,4
2352.625,-7.281507,112.796698,0.41,9.88,34.39,109.39,47.50,265.50,33.97,8291,14991,11.98,11.38,2
2352.630,-7.281328,112.797018,0.06,-15.30,-9.29,-156.90,155.03,267.75,-26.67,12232,21560,10.65,11.34,4
2352.635,-7.281477,112.796593,2.57,2.56,12.68,-47.48,-120.96,270.00,20.30,15305,28394,10.24,11.57,2
2352.640,-7.281681,112.796837,2.05,4.46,-2.73,171.67,-13.34,272.25,4.77,29934,7524,11.28,11.44,0
2352.645,-7.281694,112.796331,3.07,-36.91,-29.06,64.40,97.68,274.50,-7.63,8261,5442,11.61,10.44,3
2352.650,-7.281528,112.796935,0.86,-16.77,-37.22,-100.18,34.04,276.75,32.20,26197,18660,12.58,10.92,1
2352.655,-7.280778,112.796359,2.79,-0.48,-3.44,-173.52,10.27,279.00,-13.20,23164,18362,10.15,12.05,4
2352.660,-7.280710,112.796338,2.96,-8.44,24.30,17.01,-166.79,281.25,-27.12,18025,17882,11.08,10.04,3
2352.665,-7.280964,112.796296,0.80,-35.01,23.08,162.07,-61.50,283.50,21.46,29312,8683,12.25,11.85,0
2352.670,-7.281159,112.796545,2.10,-36.19,37.36,-153.29,-63.10,285.75,16.15,5612,18782,10.22,10.04,3
2352.675,-7.280989,112.796363,2.65,-2.15,-24.68,-33.85,129.68,288.00,6.87,13970,28111,11.60,11.18,3
2352.680,-7.280451,112.796279,3.10,35.74,29.39,84.40,-111.86,290.25,22.46,12617,15396,10.48,10.35,1
2352.685,-7.280331,112.797236,2.32,20.84,38.09,-109.52,2.88,292.50,19.79,14803,5225,10.05,11.56,2
2352.690,-7.280134,112.796904,0.75,12.54,-29.44,82.72,47.35,294.75,-30.11,21164,23297,10.74,11.94,1
2352.695,-7.280469,112.796614,2.53,-6.43,-3.23,7.09,147.11,297.00,-31.41,775,74,11.26,12.10,0
2352.700,-7.280808,112.796454,3.39,3.37,-15.03,-45.22,52.49,299.25,1.30,23130,13038,11.89,10.51,3
2352.705,-7.280318,112.797100,1.02,23.29,-5.04,-138.75,86.67,301.50,21.77,16671,27799,10.73,10.50,3
2352.710,-7.280537,112.796835,3.19,1.81,-23.27,89.03,62.07,303.75,-32.45,180,14221,10.41,10.25,1
2352.715,-7.280094,112.796703,0.56,30.15,-31.08,-110.78,-84.37,306.00,23.28,10998,427,12.04,11.47,3
2352.720,-7.280093,112.797496,1.42,-10.30,-35.64,-71.47,-23.10,308.25,-5.16,12,27087,11.50,12.43,1
2352.725,-7.279837,112.796630,3.44,27.71,-25.40,-152.20,-52.42,310.50,-9.95,3893,4083,12.22,10.15,1
2352.730,-7.280250,112.797401,1.56,20.05,27.34,-102.55,0.84,312.75,-16.36,1099,29001,11.94,10.87,1
2352.735,-7.280148,112.797389,2.28,12.43,12.19,5.36,160.09,315.00,3.73,6684,14884,10.77,10.60,3
2352.740,-7.279981,112.797663,3.50,-39.83,20.41,-113.55,-9.31,317.25,1.20,18865,8967,10.67,11.31,4
2352.745,-7.280119,112.797125,0.52,26.25,16.70,24.72,102.23,319.50,34.65,11363,18198,12.23,10.02,4
2352.750,-7.279879,112.797218,3.32,-24.93,19.91,162.74,-0.55,321.75,-26.98,17938,6905,12.12,11.39,4
2352.755,-7.279311,112.797088,0.35,7.79,22.37,118.58,160.42,324.00,14.69,6950,18783,12.01,12.32,3
2352.760,-7.279693,112.797600,0.46,-14.54,-5.51,-97.06,-59.38,326.25,-2.29,1331,18429,11.03,11.44,0
2352.765,-7.279412,112.797172,1.63,-21.06,-27.10,62.74,-145.19,-326.86,27.00,3855,18379,10.36,11.81,0
2352.770,-7.279093,112.797448,3.25,35.75,-9.66,-122.92,-114.30,-324.61,-0.90,27299,13015,10.88,11.70,3
2352.775,-7.278853,112.798095,2.86,32.76,-32.80,-117.70,-107.95,-322.36,-31.55,2097,15259,11.04,10.33,3
2352.780,-7.279046,112.797850,3.18,-13.00,-6.99,-78.47,108.39,-320.11,-6.74,20229,22325,11.10,10.45,2
2352.785,-7.279638,112.798279,0.59,2.33,-13.03,-69.80,-110.98,-317.86,-9.60,26798,8870,12.16,10.90,4
2352.790,-7.279521,112.797708,1.20,22.19,17.04,77.08,-138.49,-315.61,29.46,24821,26048,10.66,10.88,4
2352.795,-7.279211,112.798564,2.58,-4.49,24.07,-8.45,-21.39,-313.36,26.86,27606,18049,12.29,10.98,1
2352.800,-7.279206,112.798101,3.00,12.74,-39.02,-129.32,-168.01,-311.11,2.81,4703,29699,12.23,10.78,4
2352.805,-7.278864,112.798474,1.03,-20.42,-2.44,40.77,-154.24,-308.86,-20.31,26315,16030,12.19,11.51,4
2352.810,-7.279299,112.798506,0.00,3.01,-34.81,35.65,174.79,-306.61,-5.07,14597,606,10.19,12.17,4
2352.815,-7.278622,112.798667,0.34,-35.04,0.87,32.06,50.17,-304.36,32.43,1791,10394,10.53,10.43,2
2352.820,-7.278805,112.798866,1.28,-18.54,27.76,68.46,40.34,-302.11,10.82,23387,18106,10.43,12.42,0
2352.825,-7.278495,112.798407,1.19,8.58,-15.12,-119.84,61.45,-299.86,-27.14,1313,23102,10.69,10.42,1
2352.830,-7.278525,112.799186,2.59,36.25,39.10,-54.10,-94.71,-297.61,2.09,108,12547,10.76,11.92,1
2352.835,-7.280516,112.799317,3.28,37.35,-6.17,-110.48,159.77,0.00,17.50,7883,25379,11.42,10.60,3
2352.840,-7.280077,112.798715,2.27,36.36,-13.36,-136.45,-168.30,2.25,-27.47,14461,25578,10.79,10.45,1
2352.845,-7.280519,112.799420,3.00,-13.74,-19.94,-61.19,-88.84,4.50,-20.29,18274,3947,12.29,11.98,0
2352.850,-7.280897,112.798591,1.57,32.41,-27.35,156.37,-17.52,6.75,28.27,25401,8346,11.58,11.42,1
2352.855,-7.280614,112.799368,0.39,37.19,-13.76,-127.86,13.47,9.00,29.10,7703,6575,11.07,11.21,4
2352.860,-7.279983,112.798687,0.63,-34.15,38.46,-171.92,2.76,11.25,-32.86,7341,27609,12.59,10.98,4
2352.865,-7.280235,112.799153,2.39,27.49,-14.80,-69.19,157.08,13.50,-5.95,15829,4284,12.26,12.51,0
2352.870,-7.280660,112.799075,3.21,7.22,31.58,-56.84,142.82,15.75,-22.61,18420,18858,10.91,12.51,4
2352.875,-7.280397,112.799379,2.44,26.98,20.86,-71.28,169.60,18.00,23.90,9701,21074,11.45,10.03,0
2352.880,-7.280271,112.798837,3.11,-3.79,5.89,-49.99,138.41,20.25,6.94,17524,4077,11.32,11.24,3
2352.885,-7.280446,112.799660,0.22,36.08,16.10,55.83,-115.44,22.50,-6.14,28567,23230,11.89,11.96,3
2352.890,-7.280706,112.799488,3.16,-33.83,4.23,-83.35,-78.75,24.75,-25.31,7701,20914,10.88,12.17,0
