204.109,0.000000,0.000000,0.99,-0.31,268.30,-26.67,28.29
204.209,0.000000,0.000000,0.57,0.33,264.40,-52.36,-39.00
204.309,0.000000,0.000000,0.75,0.33,260.62,-21.97,-37.85
204.409,0.000000,0.000000,0.87,-0.07,263.66,18.12,30.43
204.509,0.000000,0.000000,0.99,0.69,264.93,-6.46,12.69
204.609,0.000000,0.000000,0.99,0.45,262.00,-52.61,-29.33
204.709,0.000000,0.000000,0.75,0.63,259.17,-4.57,-28.23
204.809,0.000000,0.000000,0.81,0.69,262.21,49.31,30.32
204.909,0.000000,0.000000,0.57,0.75,265.70,38.51,34.94
205.009,0.000000,0.000000,0.45,0.69,266.61,-57.18,9.06
205.109,0.000000,0.000000,0.81,-0.07,260.37,-67.07,-62.35
205.209,0.000000,0.000000,0.99,0.69,256.04,-31.06,-43.34
205.309,0.000000,0.000000,0.75,0.69,257.14,52.42,11.04
205.409,0.000000,0.000000,0.75,0.10,259.89,48.95,27.52
205.509,0.000000,0.000000,0.45,0.33,262.74,33.56,28.51
205.609,0.000000,0.000000,0.99,0.63,263.75,-0.06,10.11
205.709,0.000000,0.000000,0.99,0.69,261.36,-66.16,-23.95
205.809,0.000000,0.000000,0.81,0.04,256.93,-56.94,-44.27
205.909,0.000000,0.000000,0.57,0.33,254.68,-1.95,-22.52
206.009,0.000000,0.000000,3.90,0.63,258.06,83.61,33.78
206.109,0.000000,0.000000,0.45,0.69,260.15,43.76,20.87
206.209,0.000000,0.000000,0.57,0.33,261.79,-11.59,16.48
206.309,0.000000,0.000000,0.99,0.33,261.09,5.31,-7.09
206.409,0.000000,0.000000,0.21,0.63,261.28,4.21,1.92
206.509,0.000000,0.000000,0.63,0.63,261.13,-7.99,-1.48
206.609,0.000000,0.000000,0.57,0.51,260.55,10.98,-5.82
206.709,0.000000,0.000000,0.87,0.33,260.81,0.91,2.64
206.809,0.000000,0.000000,0.75,0.33,260.88,0.42,0.66
206.909,0.000000,0.000000,0.81,0.10,260.85,0.06,-0.22
207.009,0.000000,0.000000,0.99,0.10,260.85,-0.30,-0.05
207.109,0.000000,0.000000,0.75,0.33,260.82,-0.18,-0.27
207.209,0.000000,0.000000,3.25,0.45,260.83,0.12,0.11
207.309,0.000000,0.000000,0.63,0.57,260.83,0.00,-0.05
